"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007623","GO:0007623","circadian rhythm","20/541","154/10683",9.63228407458246e-05,9.63228407458246e-05,0.00321662482901565,"kay/rut/hid/rho/tilB/vri/Oamb/cry/eys/Dh31/sNPF/Hr51/Ilp2/Rh7/SecCl/timeout/Pdfr/cu/TfAP-2/Dop1R2",20
"GO:0035215","GO:0035215","genital disc development","10/541","47/10683",9.67571693605133e-05,9.67571693605133e-05,0.00321662482901565,"Btk29A/ptc/rho/N/sim/dac/ken/Myo31DF/TfAP-2/otk2",10
"GO:0048511","GO:0048511","rhythmic process","20/541","155/10683",0.000105491341863109,0.000105491341863109,0.00345541299353467,"kay/rut/hid/rho/tilB/vri/Oamb/cry/eys/Dh31/sNPF/Hr51/Ilp2/Rh7/SecCl/timeout/Pdfr/cu/TfAP-2/Dop1R2",20
"GO:0007167","GO:0007167","enzyme-linked receptor protein signaling pathway","30/541","285/10683",0.000112976433819267,0.000112976433819267,0.00364695856539389,"ed/fkh/grk/tld/tsl/ttk/rho/tok/ey/Ret/kek1/melt/gbb/brk/Mmp2/pyr/ckn/Nplp1/Ilp2/CG10738/cmpy/dlp/Ilp7/Krn/PVRAP/CG33993/CG34357/Pvf3/Fs/Tl",30
"GO:0042391","GO:0042391","regulation of membrane potential","13/541","77/10683",0.000115765789983386,0.000115765789983386,0.00368361521210294,"nAChRalpha1/eag/ort/Nmdar1/SK/nAChRalpha6/Irk3/SecCl/nAChRalpha7/CG42340/Slob/Ca-alpha1T/pHCl-1",13
"GO:0007472","GO:0007472","wing disc morphogenesis","29/541","274/10683",0.000133131844392257,0.000133131844392257,0.00417653050754657,"arr/bi/Pka-C3/ed/fz/grk/hth/kn/pk/Poxn/tld/ptc/mew/zfh2/rho/N/tok/heph/jumu/vri/gbb/brk/Hr51/MYPT-75D/dlp/GEFmeso/Nost/Ppcs/Fhos",29
"GO:0042127","GO:0042127","regulation of cell population proliferation","24/541","209/10683",0.000145303286770335,0.000145303286770335,0.00449505489482499,"fz/hth/numb/pros/N/ey/Galphaf/Wnt4/klu/SoxN/erm/Mmp2/pyr/CG10764/Ilp2/CG10738/Krn/pxb/dl/mfas/Xrp1/TfAP-2/kibra/Tl",24
"GO:0008344","GO:0008344","adult locomotory behavior","13/541","80/10683",0.000172763392567232,0.000172763392567232,0.0052011796081895,"sim/ey/ple/CCKLR-17D3/Trpgamma/twz/FMRFaR/Dysb/Tk/HEATR2/nAChRalpha7/TfAP-2/MsR2",13
"GO:0040012","GO:0040012","regulation of locomotion","16/541","113/10683",0.000172799114582099,0.000172799114582099,0.0052011796081895,"fz/grk/kay/pk/ttk/ptc/Ten-m/ple/NetB/Dscam1/Hr51/unc-5/Trim9/Krn/Pvf3/Fhos",16
"GO:0043052","GO:0043052","thermotaxis","6/541","18/10683",0.00018054059240623,0.00018054059240623,0.00536173885658363,"Ddc/ort/ple/Dop1R1/rdgA/rdgC",6
"GO:0046552","GO:0046552","photoreceptor cell fate commitment","13/541","81/10683",0.000196473349596089,0.000196473349596089,0.00575813861143108,"fz/hth/kay/tld/ttk/pros/rho/ey/dac/msi/melt/gbb/kibra",13
"GO:0050918","GO:0050918","positive chemotaxis","4/541","7/10683",0.000201417013703408,0.000201417013703408,0.00581763718615979,"Ten-m/Con/NetB/Sema2b",4
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","9/541","42/10683",0.000203727275753516,0.000203727275753516,0.00581763718615979,"ed/fz/rst/Con/Lac/caps/sns/Dscam3/kug",9
"GO:0042752","GO:0042752","regulation of circadian rhythm","14/541","93/10683",0.000226763097539609,0.000226763097539609,0.00639348053822536,"hid/rho/tilB/Oamb/cry/eys/Dh31/Hr51/Rh7/SecCl/timeout/Pdfr/TfAP-2/Dop1R2",14
"GO:0007608","GO:0007608","sensory perception of smell","16/541","116/10683",0.000235383766951904,0.000235383766951904,0.00655357961671354,"eag/mew/Obp83a/Dyrk2/Or7a/Or45a/Obp56a/Orco/Or85f/Tk/Or98a/Obp99c/Obp56i/SKIP/rdgA/pdm3",16
"GO:0007548","GO:0007548","sex differentiation","14/541","94/10683",0.000254343700009037,0.000254343700009037,0.00697231944045731,"tj/Btk29A/ptc/hid/N/inaC/dac/Wnt4/ken/dmrt99B/Myo31DF/Invadolysin/TfAP-2/otk2",14
"GO:0007626","GO:0007626","locomotory behavior","21/541","178/10683",0.000256684160875059,0.000256684160875059,0.00697231944045731,"kay/sim/ey/ple/vri/cry/CCKLR-17D3/Trpgamma/Hr51/twz/FMRFaR/Ilp2/Dysb/Tk/HEATR2/Trim9/nAChRalpha7/Pdfr/cu/TfAP-2/MsR2",21
"GO:0042417","GO:0042417","dopamine metabolic process","5/541","13/10683",0.000299657963042423,0.000299657963042423,0.00804155040961024,"Ddc/ple/PPO2/Dysb/PPO3",5
"GO:0090130","GO:0090130","tissue migration","20/541","168/10683",0.000317123715203201,0.000317123715203201,0.00840894462869642,"tj/fz/grk/kay/sr/ttk/ptc/N/ple/byn/apt/pyr/sosie/dlp/Krn/Ppcs/CG42674/kug/kibra/stai",20
"GO:0060541","GO:0060541","respiratory system development","25/541","235/10683",0.000352507764463059,0.000352507764463059,0.00923723132636325,"ed/fz/sr/Btk29A/ttk/ptc/hid/mew/rho/N/ple/hdc/Lac/trn/apt/vri/caps/Mmp2/sano/dlp/form3/verm/kug/trh/Fhos",25
"GO:0035172","GO:0035172","hemocyte proliferation","9/541","46/10683",0.000420185092989717,0.000420185092989717,0.0108826396177018,"fz/N/Galphaf/Wnt4/CG10764/pxb/dl/mfas/Tl",9
"GO:0048592","GO:0048592","eye morphogenesis","30/541","309/10683",0.000462685044192151,0.000462685044192151,0.0117110233673516,"arr/bi/ed/fz/hth/kay/pk/rst/tld/ttk/ptc/Ten-m/pros/rho/N/ey/sv/dac/msi/beat-Ia/klu/melt/sns/gbb/eys/sano/RacGAP84C/kibra/rdx/mbl",30
"GO:0090596","GO:0090596","sensory organ morphogenesis","30/541","309/10683",0.000462685044192151,0.000462685044192151,0.0117110233673516,"arr/bi/ed/fz/hth/kay/pk/rst/tld/ttk/ptc/Ten-m/pros/rho/N/ey/sv/dac/msi/beat-Ia/klu/melt/sns/gbb/eys/sano/RacGAP84C/kibra/rdx/mbl",30
"GO:0007424","GO:0007424","open tracheal system development","24/541","226/10683",0.000472019802782805,0.000472019802782805,0.011813056211572,"ed/fz/sr/Btk29A/ttk/ptc/hid/mew/rho/N/ple/hdc/Lac/trn/apt/vri/caps/Mmp2/sano/dlp/form3/verm/kug/trh",24
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","7/541","29/10683",0.000483450118309745,0.000483450118309745,0.0119646836297476,"rut/Gycbeta100B/CG10738/Gyc88E/Pde11/CG34357/CG43373",7
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process","19/541","161/10683",0.000496193289740422,0.000496193289740422,0.0121451127945718,"ed/fkh/gt/numb/ttk/pros/N/hdc/Spn/Him/erm/Dh31/AstC/Ilp2/SecCl/Octbeta1R/kibra/Tl/Dop1R2",19
"GO:0007631","GO:0007631","feeding behavior","10/541","57/10683",0.000511676076223189,0.000511676076223189,0.0123879471085614,"Poxn/rut/klu/Dh31/AstC/sNPF/twz/Ilp2/NPFR/TfAP-2",10
"GO:0035220","GO:0035220","wing disc development","34/541","370/10683",0.000544485679937044,0.000544485679937044,0.0130405398839478,"arr/bi/Ddc/Pka-C3/ed/fz/grk/hth/kay/kn/pk/Poxn/tld/ptc/tup/mew/zfh2/rho/N/tok/ple/heph/jumu/vri/gbb/brk/Irk3/Hr51/MYPT-75D/dlp/GEFmeso/Nost/Ppcs/Fhos",34
"GO:0045471","GO:0045471","response to ethanol","11/541","68/10683",0.000561268772113951,0.000561268772113951,0.0132994929652085,"rut/rho/inaC/Nmdar1/Aldh/Crz/apt/Spn27A/Orco/dpr9/pxb",11
"GO:0001667","GO:0001667","ameboidal-type cell migration","20/541","176/10683",0.000583148004765161,0.000583148004765161,0.0136724784275134,"tj/fz/grk/kay/sr/ttk/ptc/N/ple/byn/apt/pyr/sosie/dlp/Krn/Ppcs/CG42674/kug/kibra/stai",20
"GO:0016056","GO:0016056","rhodopsin mediated signaling pathway","6/541","22/10683",0.000610113695919137,0.000610113695919137,0.014009772984969,"inaC/Lrpprc2/Rh7/stops/rdgA/rdgC",6
"GO:0043704","GO:0043704","photoreceptor cell fate specification","6/541","22/10683",0.000610113695919137,0.000610113695919137,0.014009772984969,"tld/ey/dac/melt/gbb/kibra",6
"GO:0006584","GO:0006584","catecholamine metabolic process","5/541","15/10683",0.000642506394827479,0.000642506394827479,0.014310984541631,"Ddc/ple/PPO2/Dysb/PPO3",5
"GO:0009712","GO:0009712","catechol-containing compound metabolic process","5/541","15/10683",0.000642506394827479,0.000642506394827479,0.014310984541631,"Ddc/ple/PPO2/Dysb/PPO3",5
"GO:0046068","GO:0046068","cGMP metabolic process","5/541","15/10683",0.000642506394827479,0.000642506394827479,0.014310984541631,"Gycbeta100B/CG10738/Gyc88E/Pde11/CG34357",5
"GO:0007211","GO:0007211","octopamine or tyramine signaling pathway","4/541","9/10683",0.000668266493704751,0.000668266493704751,0.0145928988718189,"Oamb/twz/TyrR/TfAP-2",4
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","4/541","9/10683",0.000668266493704751,0.000668266493704751,0.0145928988718189,"Ret/Sema2b/Zasp52/Fhos",4
"GO:0035206","GO:0035206","regulation of hemocyte proliferation","8/541","40/10683",0.000750047581755064,0.000750047581755064,0.0162197310474575,"fz/Galphaf/Wnt4/CG10764/pxb/dl/mfas/Tl",8
"GO:0052652","GO:0052652","cyclic purine nucleotide metabolic process","6/541","23/10683",0.000790515367469575,0.000790515367469575,0.016927089083766,"rut/Gycbeta100B/CG10738/Gyc88E/CG34357/CG43373",6
"GO:0008039","GO:0008039","synaptic target recognition","9/541","50/10683",0.000797957058651069,0.000797957058651069,0.016927089083766,"Ten-m/Fur1/Con/Wnt4/NetB/beat-IIIc/Pvf3/Tl/Sema2b",9
"GO:0045944","GO:0045944","positive regulation of transcription by RNA polymerase II","30/541","321/10683",0.000867295588783766,0.000867295588783766,0.0182244038318416,"D/fkh/tj/hth/kay/kn/ttk/tup/ush/pros/N/sim/ey/sv/byn/apt/toy/SoxN/Hr51/e(y)2b/Sox21b/CG31008/vvl/dl/TfAP-2/trh/CG9932/Tl/Tet/rgr",30
"GO:0008284","GO:0008284","positive regulation of cell population proliferation","12/541","83/10683",0.00090758059950007,0.00090758059950007,0.0188926763260418,"hth/pros/N/ey/Galphaf/klu/pyr/Ilp2/CG10738/Krn/dl/Tl",12
"GO:0009190","GO:0009190","cyclic nucleotide biosynthetic process","6/541","24/10683",0.00100945970383766,0.00100945970383766,0.0208188765430848,"rut/Gycbeta100B/CG10738/Gyc88E/CG34357/CG43373",6
"GO:0008049","GO:0008049","male courtship behavior","10/541","63/10683",0.0011534065017705,0.0011534065017705,0.0231377443590486,"Poxn/pros/ple/tilB/mGluR/Oamb/hec/twz/Orcokinin/TfAP-2",10
"GO:0044057","GO:0044057","regulation of system process","10/541","63/10683",0.0011534065017705,0.0011534065017705,0.0231377443590486,"eag/rut/Dop1R1/Crz/vri/Oamb/AstC/SecCl/Tk/Proc",10
"GO:0001752","GO:0001752","compound eye photoreceptor fate commitment","11/541","74/10683",0.00116344801502967,0.00116344801502967,0.0231377443590486,"fz/hth/kay/tld/ttk/pros/rho/msi/melt/gbb/kibra",11
"GO:0042706","GO:0042706","eye photoreceptor cell fate commitment","11/541","74/10683",0.00116344801502967,0.00116344801502967,0.0231377443590486,"fz/hth/kay/tld/ttk/pros/rho/msi/melt/gbb/kibra",11
"GO:0007529","GO:0007529","establishment of synaptic specificity at neuromuscular junction","3/541","5/10683",0.00119622643181123,0.00119622643181123,0.0231637135542836,"DIP-gamma/DIP-kappa/dpr11",3
"GO:0010631","GO:0010631","epithelial cell migration","18/541","160/10683",0.00121296421539724,0.00121296421539724,0.0231637135542836,"tj/fz/grk/kay/sr/ttk/ptc/N/ple/apt/sosie/dlp/Krn/Ppcs/CG42674/kug/kibra/stai",18
"GO:0090132","GO:0090132","epithelium migration","18/541","160/10683",0.00121296421539724,0.00121296421539724,0.0231637135542836,"tj/fz/grk/kay/sr/ttk/ptc/N/ple/apt/sosie/dlp/Krn/Ppcs/CG42674/kug/kibra/stai",18
"GO:0022400","GO:0022400","regulation of rhodopsin mediated signaling pathway","5/541","17/10683",0.0012168686859312,0.0012168686859312,0.0231637135542836,"inaC/Lrpprc2/stops/rdgA/rdgC",5
"GO:0048149","GO:0048149","behavioral response to ethanol","9/541","53/10683",0.00123330662894022,0.00123330662894022,0.0231637135542836,"rut/rho/Nmdar1/Crz/apt/Spn27A/Orco/dpr9/pxb",9
"GO:0010160","GO:0010160","formation of animal organ boundary","8/541","43/10683",0.00123746125687692,0.00123746125687692,0.0231637135542836,"fz/hth/numb/mew/N/klu/NetB/unc-5",8
"GO:0001745","GO:0001745","compound eye morphogenesis","28/541","299/10683",0.00123755095336094,0.00123755095336094,0.0231637135542836,"arr/bi/ed/fz/hth/kay/pk/rst/tld/ttk/Ten-m/pros/rho/N/ey/sv/dac/msi/klu/melt/sns/gbb/eys/sano/RacGAP84C/kibra/rdx/mbl",28
"GO:0009584","GO:0009584","detection of visible light","7/541","34/10683",0.00133749219878067,0.00133749219878067,0.0248257323914026,"inaC/Lrpprc2/Trpgamma/Rh7/stops/rdgA/rdgC",7
"GO:0007435","GO:0007435","salivary gland morphogenesis","12/541","87/10683",0.0013834069985095,0.0013834069985095,0.0252570250978956,"fkh/fz/Btk29A/hid/mew/rho/hdc/trn/Wnt4/caps/trh/Fhos",12
"GO:0022612","GO:0022612","gland morphogenesis","12/541","87/10683",0.0013834069985095,0.0013834069985095,0.0252570250978956,"fkh/fz/Btk29A/hid/mew/rho/hdc/trn/Wnt4/caps/trh/Fhos",12
"GO:0007422","GO:0007422","peripheral nervous system development","9/541","54/10683",0.00141496670762612,0.00141496670762612,0.0256231883041239,"hth/ttk/pros/N/cnn/Dscam1/Trim9/vvl/dl",9
"GO:0040017","GO:0040017","positive regulation of locomotion","10/541","65/10683",0.00147564493934494,0.00147564493934494,0.0265064914401859,"grk/kay/ttk/Ten-m/Dscam1/Hr51/unc-5/Krn/Pvf3/Fhos",10
"GO:0050795","GO:0050795","regulation of behavior","13/541","100/10683",0.00154729797142457,0.00154729797142457,0.027571221116079,"rut/rho/Dop1R1/Oamb/cry/Dh31/AstC/Gadd45/Ilp2/Trim9/Pdfr/TfAP-2/Dop1R2",13
"GO:0007267","GO:0007267","cell-cell signaling","40/541","486/10683",0.00159829907254992,0.00159829907254992,0.0276785892507566,"nAChRalpha1/arr/fz/kn/ort/rut/Ten-m/N/Nmdar1/Wnt4/Dop1R1/apt/Dyrk2/mGluR/gbb/Oamb/JhI-21/SoxN/CG9650/Rph/Rab3-GEF/nAChRalpha6/Mmp2/FMRFaR/unc-13-4A/SecCl/Dysb/cmpy/NPFR/dlp/CG31475/CG34402/nAChRalpha7/Sytbeta/Flo2/Slob/pHCl-1/Neto/Esyt2/otk2",40
"GO:0006182","GO:0006182","cGMP biosynthetic process","4/541","11/10683",0.00161350514265443,0.00161350514265443,0.0276785892507566,"Gycbeta100B/CG10738/Gyc88E/CG34357",4
"GO:0007414","GO:0007414","axonal defasciculation","4/541","11/10683",0.00161350514265443,0.00161350514265443,0.0276785892507566,"mew/tok/beat-Ia/beat-Ic",4
"GO:0035146","GO:0035146","tube fusion","5/541","18/10683",0.00161545641421004,0.00161545641421004,0.0276785892507566,"ed/ttk/trn/caps/form3",5
"GO:0035147","GO:0035147","branch fusion, open tracheal system","5/541","18/10683",0.00161545641421004,0.00161545641421004,0.0276785892507566,"ed/ttk/trn/caps/form3",5
"GO:0061061","GO:0061061","muscle structure development","21/541","206/10683",0.00175239229390271,0.00175239229390271,0.0295737150709529,"ed/hth/kn/numb/rst/sr/ttk/tup/mew/N/mspo/sns/gbb/Him/CAP/pyr/Zasp67/Tl/Flo2/mbl/Zasp52",21
"GO:0009416","GO:0009416","response to light stimulus","16/541","139/10683",0.00175261997632207,0.00175261997632207,0.0295737150709529,"hid/inaC/Nmdar1/Dop1R1/Dyrk2/cry/Lrpprc2/Trpgamma/Rh7/stops/nAChRalpha7/verm/rdgA/cu/rdgC/Ggamma30A",16
"GO:0048608","GO:0048608","reproductive structure development","11/541","78/10683",0.00180434820886529,0.00180434820886529,0.0299921509030554,"tj/Btk29A/ptc/N/inaC/Wnt4/ken/Myo31DF/Invadolysin/TfAP-2/otk2",11
"GO:0061458","GO:0061458","reproductive system development","11/541","78/10683",0.00180434820886529,0.00180434820886529,0.0299921509030554,"tj/Btk29A/ptc/N/inaC/Wnt4/ken/Myo31DF/Invadolysin/TfAP-2/otk2",11
"GO:0009628","GO:0009628","response to abiotic stimulus","34/541","397/10683",0.0018405361259117,0.0018405361259117,0.0303670521826835,"Ddc/ort/Poxn/rut/hid/inaC/ple/Nmdar1/Dop1R1/msi/Hsp70Ba/Gycbeta100B/tilB/Dyrk2/cry/Lrpprc2/eys/Dh31/Trpgamma/Dscam1/Dh44-R2/CCDC151/Rh7/skl/Gyc88E/CG34353/stops/nAChRalpha7/Pdfr/verm/rdgA/cu/rdgC/Ggamma30A",34
"GO:0008347","GO:0008347","glial cell migration","7/541","36/10683",0.00190121065162166,0.00190121065162166,0.0311374747587573,"numb/N/ey/NetB/pyr/unc-5/Pvf3",7
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","20/541","195/10683",0.00207708760985515,0.00207708760985515,0.0335325236120203,"fz/pk/tsl/pros/N/ey/klu/Crz/vri/gbb/Oamb/Dh31/sNPF/pyr/CG10257/Hr51/Orcokinin/Ilp2/Tk/Proc",20
"GO:0001655","GO:0001655","urogenital system development","10/541","68/10683",0.00209261330007906,0.00209261330007906,0.0335325236120203,"fkh/hth/numb/rho/N/byn/sns/brk/pyr/trh",10
"GO:0072001","GO:0072001","renal system development","10/541","68/10683",0.00209261330007906,0.00209261330007906,0.0335325236120203,"fkh/hth/numb/rho/N/byn/sns/brk/pyr/trh",10
"GO:1901700","GO:1901700","response to oxygen-containing compound","30/541","340/10683",0.00213921522028462,0.00213921522028462,0.0340344316249793,"Ddc/eag/fkh/ort/Poxn/rut/hid/rho/inaC/ple/Galphaf/Nmdar1/Dop1R1/Aldh/Crz/apt/melt/JhI-21/Spn27A/CG15399/Ilp2/Orco/dpr9/Gyc88E/Ilp7/NLaz/pxb/Tl/Dop1R2/Ggamma30A",30
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","3/541","6/10683",0.00230252579199633,0.00230252579199633,0.0356150919288322,"Ret/Sema2b/Zasp52",3
"GO:0045445","GO:0045445","myoblast differentiation","3/541","6/10683",0.00230252579199633,0.00230252579199633,0.0356150919288322,"ttk/N/Flo2",3
"GO:0045823","GO:0045823","positive regulation of heart contraction","3/541","6/10683",0.00230252579199633,0.00230252579199633,0.0356150919288322,"Crz/vri/Proc",3
"GO:1903524","GO:1903524","positive regulation of blood circulation","3/541","6/10683",0.00230252579199633,0.00230252579199633,0.0356150919288322,"Crz/vri/Proc",3
"GO:0008343","GO:0008343","adult feeding behavior","4/541","12/10683",0.00232406533999059,0.00232406533999059,0.0357003430810896,"Poxn/sNPF/twz/TfAP-2",4
"GO:0007603","GO:0007603","phototransduction, visible light","6/541","28/10683",0.00237823591494203,0.00237823591494203,0.0362822436627061,"inaC/Lrpprc2/Rh7/stops/rdgA/rdgC",6
"GO:0022416","GO:0022416","chaeta development","11/541","81/10683",0.00245346614652432,0.00245346614652432,0.0371753266455099,"rst/tup/ush/Ten-m/N/msi/vri/sns/Ppcs/jv/rn",11
"GO:0007611","GO:0007611","learning or memory","17/541","157/10683",0.00247776618168316,0.00247776618168316,0.0372898523502245,"arr/Ddc/eag/rut/Btk29A/N/Nmdar1/Dop1R1/mGluR/Oamb/meng/Dysb/Gld2/MCU/Krn/pxb/2mit",17
"GO:0060179","GO:0060179","male mating behavior","10/541","70/10683",0.00260854529178154,0.00260854529178154,0.0389945732067095,"Poxn/pros/ple/tilB/mGluR/Oamb/hec/twz/Orcokinin/TfAP-2",10
"GO:0050890","GO:0050890","cognition","17/541","158/10683",0.00265010525673209,0.00265010525673209,0.0393517384087375,"arr/Ddc/eag/rut/Btk29A/N/Nmdar1/Dop1R1/mGluR/Oamb/meng/Dysb/Gld2/MCU/Krn/pxb/2mit",17
"GO:0007517","GO:0007517","muscle organ development","11/541","82/10683",0.00270764615716155,0.00270764615716155,0.0399399042771269,"ed/kn/rst/sr/mew/sns/gbb/Him/CAP/pyr/mbl",11
"GO:0060249","GO:0060249","anatomical structure homeostasis","15/541","132/10683",0.00273402879761377,0.00273402879761377,0.0400637460924567,"fz/tup/ush/mew/rho/N/Lac/Wnt4/Dop1R1/nAChRalpha6/Ilp2/rdgA/mbl/Fhos/Dop1R2",15
"GO:0019934","GO:0019934","cGMP-mediated signaling","4/541","13/10683",0.00322380195196756,0.00322380195196756,0.0466272380749375,"Gycbeta100B/CG10738/Gyc88E/CG34357",4
"GO:0036158","GO:0036158","outer dynein arm assembly","4/541","13/10683",0.00322380195196756,0.00322380195196756,0.0466272380749375,"tilB/CG15701/CCDC151/HEATR2",4
"GO:0048512","GO:0048512","circadian behavior","13/541","109/10683",0.00336403418392402,0.00336403418392402,0.0482995559091631,"kay/rho/vri/Oamb/cry/Dh31/Hr51/Ilp2/Rh7/Pdfr/cu/TfAP-2/Dop1R2",13
"GO:0007160","GO:0007160","cell-matrix adhesion","5/541","21/10683",0.00338279498380812,0.00338279498380812,0.0482995559091631,"mew/Ret/mesh/Sema2b/Zasp52",5
"GO:0050767","GO:0050767","regulation of neurogenesis","14/541","122/10683",0.00341421689004405,0.00341421689004405,0.0484376998949595,"ed/fz/numb/pk/pros/N/hdc/klu/SoxN/erm/pyr/CG10257/Hr51/kibra",14
"GO:0050768","GO:0050768","negative regulation of neurogenesis","7/541","40/10683",0.00356485145119508,0.00356485145119508,0.0499888312568229,"ed/numb/pros/N/hdc/erm/kibra",7
"GO:0042048","GO:0042048","olfactory behavior","10/541","73/10683",0.0035684371272888,0.0035684371272888,0.0499888312568229,"rut/Nmdar1/Dop1R1/Dyrk2/Oamb/Obp56a/Dysb/Orco/NPFR/Krn",10
"GO:0007622","GO:0007622","rhythmic behavior","13/541","110/10683",0.00364379088342641,0.00364379088342641,0.0507254046666467,"kay/rho/vri/Oamb/cry/Dh31/Hr51/Ilp2/Rh7/Pdfr/cu/TfAP-2/Dop1R2",13
"GO:0048859","GO:0048859","formation of anatomical boundary","8/541","51/10683",0.00381119162683703,0.00381119162683703,0.0520393418326895,"fz/hth/numb/mew/N/klu/NetB/unc-5",8
"GO:0046530","GO:0046530","photoreceptor cell differentiation","21/541","220/10683",0.00387028626750742,0.00387028626750742,0.0520393418326895,"ed/fz/hth/kay/tld/ttk/Ten-m/pros/rho/N/ey/sv/dac/msi/klu/cnn/melt/gbb/eys/kibra/mbl",21
"GO:0007168","GO:0007168","receptor guanylyl cyclase signaling pathway","3/541","7/10683",0.00387835737571603,0.00387835737571603,0.0520393418326895,"Nplp1/CG10738/CG34357",3
"GO:0007415","GO:0007415","defasciculation of motor neuron axon","3/541","7/10683",0.00387835737571603,0.00387835737571603,0.0520393418326895,"tok/beat-Ia/beat-Ic",3
"GO:0035207","GO:0035207","negative regulation of hemocyte proliferation","3/541","7/10683",0.00387835737571603,0.00387835737571603,0.0520393418326895,"CG10764/pxb/mfas",3
"GO:0035208","GO:0035208","positive regulation of hemocyte proliferation","3/541","7/10683",0.00387835737571603,0.00387835737571603,0.0520393418326895,"Galphaf/dl/Tl",3
"GO:0001751","GO:0001751","compound eye photoreceptor cell differentiation","19/541","192/10683",0.00395943653561231,0.00395943653561231,0.052809125177155,"ed/fz/hth/kay/tld/ttk/Ten-m/pros/rho/N/sv/dac/msi/klu/melt/gbb/eys/kibra/mbl",19
"GO:0031589","GO:0031589","cell-substrate adhesion","6/541","31/10683",0.00408635052861768,0.00408635052861768,0.0532625498096627,"mew/Ret/mesh/Sema2b/Zasp52/Fhos",6
"GO:0045595","GO:0045595","regulation of cell differentiation","24/541","265/10683",0.00413410395444035,0.00413410395444035,0.0532625498096627,"ed/fz/hth/kn/numb/pk/ttk/ush/pros/N/sv/hdc/klu/gbb/SoxN/erm/pyr/CG10257/Hr51/Orcokinin/dl/kibra/Flo2/Fhos",24
"GO:0003002","GO:0003002","regionalization","37/541","465/10683",0.0041694957238646,0.0041694957238646,0.0532625498096627,"arr/bi/D/fz/grk/gt/hth/kn/numb/pk/tld/tsl/ptc/tup/mew/rho/N/tok/Psc/dac/klu/NetB/apt/gbb/Spn27A/SoxN/mon2/tej/unc-5/danr/dlp/GEFmeso/vvl/dl/TfAP-2/Tl/rdx",37
"GO:0046660","GO:0046660","female sex differentiation","5/541","22/10683",0.00419828948024605,0.00419828948024605,0.0532625498096627,"tj/inaC/Wnt4/ken/otk2",5
"GO:1902476","GO:1902476","chloride transmembrane transport","5/541","22/10683",0.00419828948024605,0.00419828948024605,0.0532625498096627,"ort/SecCl/ClC-a/Ndae1/pHCl-1",5
"GO:0007612","GO:0007612","learning","9/541","63/10683",0.00420864760310756,0.00420864760310756,0.0532625498096627,"eag/rut/Btk29A/Nmdar1/Dop1R1/mGluR/Oamb/Dysb/Krn",9
"GO:0009583","GO:0009583","detection of light stimulus","9/541","63/10683",0.00420864760310756,0.00420864760310756,0.0532625498096627,"inaC/cry/Lrpprc2/Trpgamma/Rh7/stops/rdgA/rdgC/Ggamma30A",9
"GO:0035214","GO:0035214","eye-antennal disc development","9/541","63/10683",0.00420864760310756,0.00420864760310756,0.0532625498096627,"Poxn/ptc/hid/N/ey/dac/toy/danr/rdo",9
"GO:0071478","GO:0071478","cellular response to radiation","9/541","63/10683",0.00420864760310756,0.00420864760310756,0.0532625498096627,"hid/inaC/cry/Lrpprc2/Rh7/skl/stops/rdgA/rdgC",9
"GO:0048645","GO:0048645","animal organ formation","8/541","52/10683",0.0043094190095342,0.0043094190095342,0.0542297390673469,"fz/hth/numb/mew/N/klu/NetB/unc-5",8
"GO:0042693","GO:0042693","muscle cell fate commitment","4/541","14/10683",0.00433459299375868,0.00433459299375868,0.0542400873731127,"kn/numb/tup/N",4
"GO:0060322","GO:0060322","head development","15/541","139/10683",0.00448284577683407,0.00448284577683407,0.0555027387833216,"D/gt/hth/kn/pros/rho/sim/ey/dac/apt/toy/Dscam1/Hr51/Invadolysin/vvl",15
"GO:0007389","GO:0007389","pattern specification process","39/541","499/10683",0.00448533475044801,0.00448533475044801,0.0555027387833216,"arr/bi/D/fz/grk/gt/hth/kn/numb/pk/tld/tsl/ptc/tup/mew/rho/N/tok/Psc/dac/heph/klu/NetB/apt/gbb/Spn27A/SoxN/mon2/tej/unc-5/danr/dlp/GEFmeso/Myo31DF/vvl/dl/TfAP-2/Tl/rdx",39
"GO:0008283","GO:0008283","cell population proliferation","26/541","298/10683",0.00477532556683973,0.00477532556683973,0.058764692639912,"fz/hth/numb/pros/rho/N/ey/Galphaf/Wnt4/klu/cnn/SoxN/erm/Mmp2/pyr/CG10764/Ilp2/CG10738/Krn/pxb/dl/mfas/Xrp1/TfAP-2/kibra/Tl",26
"GO:0048806","GO:0048806","genitalia development","6/541","32/10683",0.00481851411672212,0.00481851411672212,0.0589703636262811,"Btk29A/N/ken/Myo31DF/TfAP-2/otk2",6
"GO:0007507","GO:0007507","heart development","12/541","101/10683",0.00490261366393715,0.00490261366393715,0.0593474285634497,"fz/numb/tup/ush/N/Lac/byn/jumu/apt/Mmp2/pyr/Tl",12
